query_id,query,query_answer,rank,engine,document_id,dataset_index,source,score,score_type,document_preview
query-002,ประเทศมาเลเซียตั้งอยู่ในภูมิภาคเอเชียตะวันออกเฉียงใต้,เอเชียตะวันออกเฉียงใต้,5,FAISS,doc-03392,2202,thaiqa_squad,0.5743414163589478,similarity,ประเทศสิงคโปร์ ประเทศสิงคโปร์ มีชื่ออย่างเป็นทางการว่า สาธารณรัฐสิงคโปร์ เป็นนครรัฐสมัยใหม่และประเทศเกาะที่มีขนาดเล็กที่สุดในเอเชียตะวันออกเฉียงใต้ ตั้งอยู่นอกป
query-002,ประเทศมาเลเซียตั้งอยู่ในภูมิภาคเอเชียตะวันออกเฉียงใต้,เอเชียตะวันออกเฉียงใต้,1,ChromaDB,doc-03480,2290,thaiqa_squad,0.2410483956336975,distance,ประเทศมาเลเซีย มาเลเซีย (มาเลเซีย: ) เป็นประเทศสหพันธรัฐราชาธิปไตยภายใต้รัฐธรรมนูญ ตั้งอยู่ในภูมิภาคเอเชียตะวันออกเฉียงใต้ ประกอบด้วยรัฐ 13 รัฐ และดินแดนสหพันธ์
query-002,ประเทศมาเลเซียตั้งอยู่ในภูมิภาคเอเชียตะวันออกเฉียงใต้,เอเชียตะวันออกเฉียงใต้,2,ChromaDB,doc-03481,2291,thaiqa_squad,0.2410483956336975,distance,ประเทศมาเลเซีย มาเลเซีย (มาเลเซีย: ) เป็นประเทศสหพันธรัฐราชาธิปไตยภายใต้รัฐธรรมนูญ ตั้งอยู่ในภูมิภาคเอเชียตะวันออกเฉียงใต้ ประกอบด้วยรัฐ 13 รัฐ และดินแดนสหพันธ์
query-002,ประเทศมาเลเซียตั้งอยู่ในภูมิภาคเอเชียตะวันออกเฉียงใต้,เอเชียตะวันออกเฉียงใต้,3,ChromaDB,doc-03476,2286,thaiqa_squad,0.39890992641448975,distance,สมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ สมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ () หรือ อาเซียน (ASEAN) เป็นองค์การทางภูมิรัฐศาสตร์และเศรษฐกิจในเอเชียตะวันออก
query-002,ประเทศมาเลเซียตั้งอยู่ในภูมิภาคเอเชียตะวันออกเฉียงใต้,เอเชียตะวันออกเฉียงใต้,4,ChromaDB,doc-03477,2287,thaiqa_squad,0.39890992641448975,distance,สมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ สมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ () หรือ อาเซียน (ASEAN) เป็นองค์การทางภูมิรัฐศาสตร์และเศรษฐกิจในเอเชียตะวันออก
query-002,ประเทศมาเลเซียตั้งอยู่ในภูมิภาคเอเชียตะวันออกเฉียงใต้,เอเชียตะวันออกเฉียงใต้,5,ChromaDB,doc-03391,2201,thaiqa_squad,0.4256582260131836,distance,ประเทศสิงคโปร์ ประเทศสิงคโปร์ มีชื่ออย่างเป็นทางการว่า สาธารณรัฐสิงคโปร์ เป็นนครรัฐสมัยใหม่และประเทศเกาะที่มีขนาดเล็กที่สุดในเอเชียตะวันออกเฉียงใต้ ตั้งอยู่นอกป
query-003,ภาษาซองคาเป็นภาษาประจำชาติของประเทศอะไร?,ภูฏาน,1,FAISS,doc-02966,1776,thaiqa_squad,0.7058466672897339,similarity,ภาษาซองคา ภาษาซองคาเป็นภาษาประจำชาติของภูฏาน อยู่ในตระกูลจีน-ทิเบต สาขาทิเบต-พม่า ใกล้เคียงกับภาษาสิกขิมและภาษาอื่นๆของชาวภูฏาน ระบบเสียงใกล้เคียงกับภาษาทิเบตสม
query-003,ภาษาซองคาเป็นภาษาประจำชาติของประเทศอะไร?,ภูฏาน,2,FAISS,doc-02965,1775,thaiqa_squad,0.7058466672897339,similarity,ภาษาซองคา ภาษาซองคาเป็นภาษาประจำชาติของภูฏาน อยู่ในตระกูลจีน-ทิเบต สาขาทิเบต-พม่า ใกล้เคียงกับภาษาสิกขิมและภาษาอื่นๆของชาวภูฏาน ระบบเสียงใกล้เคียงกับภาษาทิเบตสม
query-003,ภาษาซองคาเป็นภาษาประจำชาติของประเทศอะไร?,ภูฏาน,3,FAISS,doc-09330,4140,iapp_wiki_qa_squad,0.4894796907901764,similarity,โบมา (อังกฤษ: Boma) เป็นเมืองท่าริมฝั่งแม่น้ำคองโก ที่ตั้งอยู่ห่างจากมหาสมุทรแอตแลนติกราว 100 กม. ในจังหวัดกองโกซองตราล สาธารณรัฐประชาธิปไตยคองโก มีประชากรราว 1
query-003,ภาษาซองคาเป็นภาษาประจำชาติของประเทศอะไร?,ภูฏาน,4,FAISS,doc-09329,4139,iapp_wiki_qa_squad,0.4894796907901764,similarity,โบมา (อังกฤษ: Boma) เป็นเมืองท่าริมฝั่งแม่น้ำคองโก ที่ตั้งอยู่ห่างจากมหาสมุทรแอตแลนติกราว 100 กม. ในจังหวัดกองโกซองตราล สาธารณรัฐประชาธิปไตยคองโก มีประชากรราว 1
query-003,ภาษาซองคาเป็นภาษาประจำชาติของประเทศอะไร?,ภูฏาน,5,FAISS,doc-09328,4138,iapp_wiki_qa_squad,0.4894796907901764,similarity,โบมา (อังกฤษ: Boma) เป็นเมืองท่าริมฝั่งแม่น้ำคองโก ที่ตั้งอยู่ห่างจากมหาสมุทรแอตแลนติกราว 100 กม. ในจังหวัดกองโกซองตราล สาธารณรัฐประชาธิปไตยคองโก มีประชากรราว 1
query-003,ภาษาซองคาเป็นภาษาประจำชาติของประเทศอะไร?,ภูฏาน,1,ChromaDB,doc-02965,1775,thaiqa_squad,0.29415327310562134,distance,ภาษาซองคา ภาษาซองคาเป็นภาษาประจำชาติของภูฏาน อยู่ในตระกูลจีน-ทิเบต สาขาทิเบต-พม่า ใกล้เคียงกับภาษาสิกขิมและภาษาอื่นๆของชาวภูฏาน ระบบเสียงใกล้เคียงกับภาษาทิเบตสม
query-003,ภาษาซองคาเป็นภาษาประจำชาติของประเทศอะไร?,ภูฏาน,2,ChromaDB,doc-02966,1776,thaiqa_squad,0.29415327310562134,distance,ภาษาซองคา ภาษาซองคาเป็นภาษาประจำชาติของภูฏาน อยู่ในตระกูลจีน-ทิเบต สาขาทิเบต-พม่า ใกล้เคียงกับภาษาสิกขิมและภาษาอื่นๆของชาวภูฏาน ระบบเสียงใกล้เคียงกับภาษาทิเบตสม
query-003,ภาษาซองคาเป็นภาษาประจำชาติของประเทศอะไร?,ภูฏาน,3,ChromaDB,doc-09328,4138,iapp_wiki_qa_squad,0.5105201601982117,distance,โบมา (อังกฤษ: Boma) เป็นเมืองท่าริมฝั่งแม่น้ำคองโก ที่ตั้งอยู่ห่างจากมหาสมุทรแอตแลนติกราว 100 กม. ในจังหวัดกองโกซองตราล สาธารณรัฐประชาธิปไตยคองโก มีประชากรราว 1
query-003,ภาษาซองคาเป็นภาษาประจำชาติของประเทศอะไร?,ภูฏาน,4,ChromaDB,doc-09329,4139,iapp_wiki_qa_squad,0.5105201601982117,distance,โบมา (อังกฤษ: Boma) เป็นเมืองท่าริมฝั่งแม่น้ำคองโก ที่ตั้งอยู่ห่างจากมหาสมุทรแอตแลนติกราว 100 กม. ในจังหวัดกองโกซองตราล สาธารณรัฐประชาธิปไตยคองโก มีประชากรราว 1
query-003,ภาษาซองคาเป็นภาษาประจำชาติของประเทศอะไร?,ภูฏาน,5,ChromaDB,doc-09330,4140,iapp_wiki_qa_squad,0.5105201601982117,distance,โบมา (อังกฤษ: Boma) เป็นเมืองท่าริมฝั่งแม่น้ำคองโก ที่ตั้งอยู่ห่างจากมหาสมุทรแอตแลนติกราว 100 กม. ในจังหวัดกองโกซองตราล สาธารณรัฐประชาธิปไตยคองโก มีประชากรราว 1
query-004,"ใครคือผู้แต่งเรื่อง ""ลิลิตพระลอ""",สมเด็จพระมหาสมณเจ้า กรมพระปรมานุชิตชิโนรส และพระเจ้าบรมวงศ์เธอ กรมหมื่นภูบาลบริรักษ์,1,FAISS,doc-07186,1996,iapp_wiki_qa_squad,0.4884011149406433,similarity,หม่อมเจ้าสวาสดิ์วัฒโนดม ประวิตร (28 เมษายน พ.ศ. 2454 - 1 กันยายน พ.ศ. 2544)[1] เป็นพระธิดาในพระเจ้าบรมวงศ์เธอ กรมหลวงปราจิณกิติบดี กับหม่อมช้อย ประวิตร ณ อยุธยา
query-004,"ใครคือผู้แต่งเรื่อง ""ลิลิตพระลอ""",สมเด็จพระมหาสมณเจ้า กรมพระปรมานุชิตชิโนรส และพระเจ้าบรมวงศ์เธอ กรมหมื่นภูบาลบริรักษ์,2,FAISS,doc-07185,1995,iapp_wiki_qa_squad,0.4884011149406433,similarity,หม่อมเจ้าสวาสดิ์วัฒโนดม ประวิตร (28 เมษายน พ.ศ. 2454 - 1 กันยายน พ.ศ. 2544)[1] เป็นพระธิดาในพระเจ้าบรมวงศ์เธอ กรมหลวงปราจิณกิติบดี กับหม่อมช้อย ประวิตร ณ อยุธยา
query-004,"ใครคือผู้แต่งเรื่อง ""ลิลิตพระลอ""",สมเด็จพระมหาสมณเจ้า กรมพระปรมานุชิตชิโนรส และพระเจ้าบรมวงศ์เธอ กรมหมื่นภูบาลบริรักษ์,3,FAISS,doc-07217,2027,iapp_wiki_qa_squad,0.45924416184425354,similarity,จิระ มะลิกุล หรือ เก้ง (24 กุมภาพันธ์ พ.ศ. 2504 - ) เป็นผู้กำกับ นักเขียนบท และโปรดิวเซอร์ภาพยนตร์ชาวไทย และเป็นกรรมการผู้ทรงคุณวุฒิ ในคณะกรรมการบริหารหอภาพยนตร
query-004,"ใครคือผู้แต่งเรื่อง ""ลิลิตพระลอ""",สมเด็จพระมหาสมณเจ้า กรมพระปรมานุชิตชิโนรส และพระเจ้าบรมวงศ์เธอ กรมหมื่นภูบาลบริรักษ์,4,FAISS,doc-09923,4733,iapp_wiki_qa_squad,0.45761120319366455,similarity,พระอภัยมณี เป็นวรรณคดีชิ้นเยี่ยมเรื่องหนึ่งของไทย ผลงานชิ้นเอกของพระสุนทรโวหาร หรือสุนทรภู่ กวีเอกแห่งกรุงรัตนโกสินทร์ ประพันธ์ขึ้นเป็นนิทานคำกลอนที่มีความยาวมา
query-004,"ใครคือผู้แต่งเรื่อง ""ลิลิตพระลอ""",สมเด็จพระมหาสมณเจ้า กรมพระปรมานุชิตชิโนรส และพระเจ้าบรมวงศ์เธอ กรมหมื่นภูบาลบริรักษ์,5,FAISS,doc-09922,4732,iapp_wiki_qa_squad,0.45761120319366455,similarity,พระอภัยมณี เป็นวรรณคดีชิ้นเยี่ยมเรื่องหนึ่งของไทย ผลงานชิ้นเอกของพระสุนทรโวหาร หรือสุนทรภู่ กวีเอกแห่งกรุงรัตนโกสินทร์ ประพันธ์ขึ้นเป็นนิทานคำกลอนที่มีความยาวมา
query-004,"ใครคือผู้แต่งเรื่อง ""ลิลิตพระลอ""",สมเด็จพระมหาสมณเจ้า กรมพระปรมานุชิตชิโนรส และพระเจ้าบรมวงศ์เธอ กรมหมื่นภูบาลบริรักษ์,1,ChromaDB,doc-07185,1995,iapp_wiki_qa_squad,0.5115988254547119,distance,หม่อมเจ้าสวาสดิ์วัฒโนดม ประวิตร (28 เมษายน พ.ศ. 2454 - 1 กันยายน พ.ศ. 2544)[1] เป็นพระธิดาในพระเจ้าบรมวงศ์เธอ กรมหลวงปราจิณกิติบดี กับหม่อมช้อย ประวิตร ณ อยุธยา
query-004,"ใครคือผู้แต่งเรื่อง ""ลิลิตพระลอ""",สมเด็จพระมหาสมณเจ้า กรมพระปรมานุชิตชิโนรส และพระเจ้าบรมวงศ์เธอ กรมหมื่นภูบาลบริรักษ์,2,ChromaDB,doc-07186,1996,iapp_wiki_qa_squad,0.5115988254547119,distance,หม่อมเจ้าสวาสดิ์วัฒโนดม ประวิตร (28 เมษายน พ.ศ. 2454 - 1 กันยายน พ.ศ. 2544)[1] เป็นพระธิดาในพระเจ้าบรมวงศ์เธอ กรมหลวงปราจิณกิติบดี กับหม่อมช้อย ประวิตร ณ อยุธยา
query-004,"ใครคือผู้แต่งเรื่อง ""ลิลิตพระลอ""",สมเด็จพระมหาสมณเจ้า กรมพระปรมานุชิตชิโนรส และพระเจ้าบรมวงศ์เธอ กรมหมื่นภูบาลบริรักษ์,3,ChromaDB,doc-07217,2027,iapp_wiki_qa_squad,0.5407558083534241,distance,จิระ มะลิกุล หรือ เก้ง (24 กุมภาพันธ์ พ.ศ. 2504 - ) เป็นผู้กำกับ นักเขียนบท และโปรดิวเซอร์ภาพยนตร์ชาวไทย และเป็นกรรมการผู้ทรงคุณวุฒิ ในคณะกรรมการบริหารหอภาพยนตร
query-004,"ใครคือผู้แต่งเรื่อง ""ลิลิตพระลอ""",สมเด็จพระมหาสมณเจ้า กรมพระปรมานุชิตชิโนรส และพระเจ้าบรมวงศ์เธอ กรมหมื่นภูบาลบริรักษ์,4,ChromaDB,doc-09922,4732,iapp_wiki_qa_squad,0.542388916015625,distance,พระอภัยมณี เป็นวรรณคดีชิ้นเยี่ยมเรื่องหนึ่งของไทย ผลงานชิ้นเอกของพระสุนทรโวหาร หรือสุนทรภู่ กวีเอกแห่งกรุงรัตนโกสินทร์ ประพันธ์ขึ้นเป็นนิทานคำกลอนที่มีความยาวมา
query-004,"ใครคือผู้แต่งเรื่อง ""ลิลิตพระลอ""",สมเด็จพระมหาสมณเจ้า กรมพระปรมานุชิตชิโนรส และพระเจ้าบรมวงศ์เธอ กรมหมื่นภูบาลบริรักษ์,5,ChromaDB,doc-09925,4735,iapp_wiki_qa_squad,0.542388916015625,distance,พระอภัยมณี เป็นวรรณคดีชิ้นเยี่ยมเรื่องหนึ่งของไทย ผลงานชิ้นเอกของพระสุนทรโวหาร หรือสุนทรภู่ กวีเอกแห่งกรุงรัตนโกสินทร์ ประพันธ์ขึ้นเป็นนิทานคำกลอนที่มีความยาวมา
query-005,44 21 4 คือจำนวนเกมที่ผลิตโดยใคร?,บริษัท ซีวีดีอี โปรดักชั่น จำกัด,1,FAISS,doc-09146,3956,iapp_wiki_qa_squad,0.6845080852508545,similarity,44 21 4 เกม เป็นรายการเกมโชว์ด้านภาษาไทยผลิตโดยบริษัท ซีวีดีอี โปรดักชั่น จำกัด ร่วมกับบริษัท มายด์แอทเวิร์ค จำกัด ออกอากาศครั้งแรกเมื่อวันเสาร์ที่ 2 กุมภาพันธ์
query-005,44 21 4 คือจำนวนเกมที่ผลิตโดยใคร?,บริษัท ซีวีดีอี โปรดักชั่น จำกัด,2,FAISS,doc-09145,3955,iapp_wiki_qa_squad,0.6845080852508545,similarity,44 21 4 เกม เป็นรายการเกมโชว์ด้านภาษาไทยผลิตโดยบริษัท ซีวีดีอี โปรดักชั่น จำกัด ร่วมกับบริษัท มายด์แอทเวิร์ค จำกัด ออกอากาศครั้งแรกเมื่อวันเสาร์ที่ 2 กุมภาพันธ์
query-005,44 21 4 คือจำนวนเกมที่ผลิตโดยใคร?,บริษัท ซีวีดีอี โปรดักชั่น จำกัด,3,FAISS,doc-09144,3954,iapp_wiki_qa_squad,0.6845080852508545,similarity,44 21 4 เกม เป็นรายการเกมโชว์ด้านภาษาไทยผลิตโดยบริษัท ซีวีดีอี โปรดักชั่น จำกัด ร่วมกับบริษัท มายด์แอทเวิร์ค จำกัด ออกอากาศครั้งแรกเมื่อวันเสาร์ที่ 2 กุมภาพันธ์
